Interessado;UF;Regioes;Tipo Interesse;Tipo Operação;Finalidade;Tipo Credor;Credor;Moeda;Valor;N Processo;Status;Data;Analisado
Chopinzinho;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.100.000,00;PVL02.000053/2020-62;Deferido (PVL-IF);12/03/2020;Instituição Financeira
Chuí;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;19406.000023/2009-26;Arquivado;18/03/2009;STN
Chuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.500.000,00;PVL02.003780/2019-48;Arquivado a pedido (PVL-IF);13/12/2019;Instituição Financeira
Chuí;RS;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.500.000,00;17944.104797/2019-84;Arquivado a pedido;20/05/2020;STN
Chuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.500.000,00;PVL02.000986/2020-50;Arquivado a pedido (PVL-IF);20/10/2021;Instituição Financeira
Chuí;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.500.000,00;PVL02.003581/2021-54;Deferido (PVL-IF);29/10/2021;Instituição Financeira
Chupinguaia;RO;Norte;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco da Amazônia S/A;Real;510.150,00;17944.000034/2008-11;Arquivado;16/04/2008;STN
Chuvisca;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;413.450,00;19406.000308/2008-86;Deferido;16/05/2008;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;17944.000690/2014-53;Deferido;22/05/2014;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.670.000,00;19406.000236/2008-77;Deferido;20/03/2008;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.000.000,00;19406.000243/2004-45;Deferido;01/06/2004;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.500.000,00;19406.000259/2002-96;Deferido;11/10/2002;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;420.000,00;19406.000482/2008-29;Deferido;18/06/2008;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;3.850.000,00;19406.000744/2006-93;Deferido;30/11/2006;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.400.000,00;PVL02.001048/2018-52;Deferido (PVL-IF);26/06/2018;Instituição Financeira
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;6.600.000,00;17944.104952/2018-81;Deferido;19/06/2018;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;22.950.000,00;17944.101760/2019-02;Deferido;30/05/2019;STN
Cianorte;PR;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;12.720.000,00;17944.102196/2021-51;Encaminhado à PGFN com manifestação técnica favorável;01/10/2021;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;354.750,00;19406.000017/2009-79;Arquivado;13/03/2009;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.074.000,00;19406.000047/2010-19;Deferido;11/06/2010;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;150.000,00;19406.000049/2010-16;Deferido;11/06/2010;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;610.000,00;19406.000110/2004-79;Deferido;03/05/2004;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;19406.000478/2006-07;Deferido;27/12/2006;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.500.000,00;17944.000860/2015-81;Deferido;06/10/2015;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.500.000,00;17944.100521/2017-65;Deferido;18/10/2017;STN
Cidade Gaúcha;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;3.000.000,00;PVL02.009205/2019-59;Deferido (PVL-IF);23/04/2020;Instituição Financeira
Cidade Ocidental;GO;Centro Oeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;18.988.305,90;17944.101087/2022-06;Deferido;04/07/2022;STN
Cidreira;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;747.239,00;17944.000189/2011-44;Arquivado por decurso de prazo;18/06/2012;STN
Cipotânea;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;350.000,00;17944.001675/2011-80;Arquivado por decurso de prazo;24/01/2013;STN
Ciríaco;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;300.000,00;00000.000000/0083-22;Devolvido;09/03/2012;STN
Ciríaco;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;300.000,00;17944.000357/2012-82;Deferido;02/04/2012;STN
Ciríaco;RS;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.000.000,00;17944.100372/2020-30;Arquivado a pedido;18/08/2020;STN
Claraval;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.200.000,00;17944.000860/2011-57;Deferido;02/08/2011;STN
Claraval;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;293.800,00;17944.001419/2009-78;Arquivado;10/06/2010;STN
Claraval;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;959.200,00;PVL02.002601/2021-70;Deferido (PVL-IF);15/10/2021;Instituição Financeira
Claro dos Poções;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;838.457,22;00000.000000/0075-92;Devolvido;14/10/2011;STN
Claro dos Poções;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;838.457,22;17944.001834/2011-46;Arquivado por decurso de prazo;25/10/2012;STN
Claro dos Poções;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.500.000,00;PVL02.007604/2019-85;Deferido (PVL-IF);09/10/2019;Instituição Financeira
Claro dos Poções;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.900.000,00;PVL02.006541/2022-45;Deferido (PVL-IF);29/07/2022;Instituição Financeira
Cláudia;MT;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.371.500,00;17944.000225/2010-99;Indeferido;07/12/2010;STN
Cláudia;MT;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;345.500,00;17944.001577/2008-47;Arquivado;26/11/2008;STN
Cláudia;MT;Centro Oeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.500.000,00;17944.101844/2019-38;Deferido;05/06/2019;STN
Cláudia;MT;Centro Oeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.000.000,00;PVL02.006301/2021-60;Deferido (PVL-IF);25/03/2022;Instituição Financeira
Cláudio;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;264.000,00;17944.001035/2012-51;Arquivado por decurso de prazo;06/02/2013;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;540.000,00;17944.000431/2012-61;Deferido;17/04/2012;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;3.500.000,00;17944.001485/2013-24;Deferido;28/11/2013;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;429.911,72;19406.000007/2006-91;Deferido;27/01/2006;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;695.922,00;19406.000090/2003-55;Deferido;28/07/2003;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;410.000,00;19406.000172/2005-61;Deferido;29/12/2005;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;120.000,00;19406.000173/2005-14;Deferido;29/12/2005;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;60.000,00;19406.000174/2005-51;Deferido;29/12/2005;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;475.000,00;19406.000556/2006-65;Deferido;18/09/2006;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;260.000,00;19406.000562/2007-01;Deferido;04/01/2008;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;3.450.000,00;17944.000244/2016-19;Deferido;07/04/2016;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.000.000,00;17944.000576/2017-76;Deferido;01/08/2017;STN
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.000.000,00;PVL02.000760/2018-34;Deferido (PVL-IF);15/05/2018;Instituição Financeira
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;4.000.000,00;PVL02.001745/2019-94;Deferido (PVL-IF);28/11/2019;Instituição Financeira
Clevelândia;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.100.000,00;PVL02.001136/2020-79;Deferido (PVL-IF);15/06/2020;Instituição Financeira
Coari;AM;Norte;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;10.000.000,00;17944.001046/2008-54;Arquivado;15/09/2008;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;840.000,00;00000.000000/0063-65;Devolvido;06/12/2010;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;840.000,00;00000.000000/0066-44;Devolvido;29/03/2011;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.500.000,00;00000.000000/0094-80;Devolvido;06/09/2013;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;776.640,00;17944.000617/2012-10;Deferido;30/05/2012;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;3.290.000,00;17944.001100/2011-67;Deferido;20/10/2011;STN
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.650.000,00;PVL02.007520/2019-41;Deferido (PVL-IF);03/10/2019;Instituição Financeira
Cocal do Sul;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.103529/2022-41;Deferido;01/09/2022;STN
Cocal dos Alves;PI;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.160.000,00;PVL02.001401/2022-81;Deferido (PVL-IF);18/04/2022;Instituição Financeira
Cocalzinho de Goiás;GO;Centro Oeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6.000.000,00;17944.102884/2022-01;Deferido;26/07/2022;STN
Cocos;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.002942/2022-26;Deferido (PVL-IF);30/05/2022;Instituição Financeira
Codó;MA;Nordeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;690.800,00;17944.000306/2008-74;Arquivado;14/05/2008;STN
Coimbra;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000,00;17944.001326/2013-20;Deferido;06/11/2013;STN
Coimbra;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;17944.001800/2011-51;Arquivado por decurso de prazo;26/06/2012;STN
Coimbra;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;400.000,00;17944.102551/2017-14;Deferido;21/12/2017;STN
Coimbra;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;17944.102567/2017-19;Deferido;21/12/2017;STN
Coivaras;PI;Nordeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;126.750,00;17944.000844/2008-69;Arquivado;26/08/2008;STN
Colatina;ES;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;224.880,00;17944.000728/2012-26;Deferido;04/06/2012;STN
Colatina;ES;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;9.100.000,00;17944.002140/2008-21;Deferido;08/07/2009;STN
Colatina;ES;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;10.000.000,00;17944.101906/2019-10;Deferido;18/06/2019;STN
